 6.        ,-2.        , 4.        , 1.        ,-2.        , 1.        
  6.46785791,-2.27641866, 4.20383133, 0.87651822,-3.31877746, 1.28269357
  6.10195744,-2.35450846, 4.28042651, 0.54670693,-2.9721722 , 0.89110918
  6.14075242,-2.48005407, 4.47879229, 0.99589534,-3.03028577, 1.42178725
  6.1399255 ,-2.48694128, 4.55526845, 1.11478811,-2.99993071, 1.61231606
  6.14048862,-2.48165848, 4.54393361, 1.07875222,-2.99903971, 1.57025302
